checkin_acc,duration,credit_history,purpose,amount,svaing_acc,present_emp_since,inst_rate,personal_status,other_debtors,residing_since,property,age,inst_plans,housing,num_credits,job,dependents,telephone,foreign_worker,status
14,23,32,43,5352,61,75,6,92,101,3,123,81,141,151,2,174,2,192,201,0
14,63,32,43,10749,65,74,3,94,101,6,122,44,143,151,2,173,2,192,201,0
11,17,34,40,5909,61,73,2,93,101,3,121,60,143,152,3,172,3,191,201,0
12,23,32,45,2271,62,73,6,93,103,3,121,33,143,152,2,173,2,191,201,0
14,36,32,40,11090,61,73,2,93,101,6,122,65,143,152,2,172,3,191,201,0
11,36,31,40,1790,61,71,2,92,102,6,124,44,143,151,3,171,2,191,201,1
11,90,32,49,10946,61,75,6,93,102,6,124,54,143,151,2,173,2,191,201,1
14,45,34,43,4247,61,73,6,92,101,3,123,50,143,152,2,173,2,192,201,0
13,36,32,43,1887,63,73,5,92,101,5,123,86,143,152,2,172,2,191,201,0
12,9,32,43,1130,61,73,3,92,103,5,121,96,143,152,2,173,2,191,201,0
12,27,33,49,3641,65,75,6,93,101,3,122,63,143,152,3,173,2,191,201,0
14,36,33,40,3807,61,75,6,93,101,6,123,71,143,152,3,172,3,191,201,1
12,23,31,40,1896,62,73,3,94,101,3,122,38,143,151,2,173,2,191,201,1
12,45,34,42,12579,61,74,3,93,101,3,122,74,143,152,2,173,2,191,201,1
14,72,32,49,7266,61,71,5,93,101,3,123,50,141,151,2,174,2,192,201,1
13,32,32,40,4385,62,73,2,92,101,2,123,42,141,152,2,174,2,192,201,0
11,54,32,41,12344,61,73,3,93,101,3,122,39,143,152,2,173,3,191,201,1
14,36,34,42,3042,61,74,3,93,101,3,122,45,143,152,3,172,2,191,201,0
11,23,34,42,2150,61,73,6,92,101,5,122,38,143,151,3,173,2,191,201,0
13,63,30,49,9434,61,72,3,91,101,2,122,50,143,152,3,173,2,191,201,0
14,20,32,43,2114,62,71,3,92,101,6,121,96,143,152,2,173,2,191,201,0
11,36,32,41,9869,61,71,6,93,101,3,124,44,143,153,2,174,2,192,201,0
12,36,34,43,2615,61,75,6,93,101,3,122,72,143,152,3,172,2,191,201,0
14,18,34,46,5348,65,72,3,93,101,2,122,56,143,152,3,172,3,191,201,0
14,23,31,43,2354,62,75,6,93,101,6,123,51,141,152,2,172,3,191,201,0
11,27,32,43,2904,65,74,3,94,101,6,123,35,143,151,3,172,2,191,201,0
11,54,32,42,5939,61,71,6,93,101,5,122,45,143,152,2,174,2,192,201,0
14,18,32,40,3585,65,75,6,93,101,5,123,75,143,152,2,173,2,192,201,0
14,18,32,42,2604,61,74,5,92,101,6,121,47,143,152,2,172,2,191,201,0
11,45,32,41,5786,61,73,6,91,101,6,122,60,143,152,2,174,2,192,201,0
14,18,32,43,1206,61,75,6,93,101,6,123,57,143,152,2,173,2,191,201,0
11,68,32,43,2768,61,73,6,93,101,6,124,35,143,153,2,173,2,192,201,1
12,68,34,41,6864,62,71,5,93,101,6,123,41,143,152,2,173,2,191,201,0
